Production SE areas in MWh,,,,,,
Data was last updated 14-12-2018,,,,,,
,Hours,SE1,SE2,SE3,SE4,SE
22-01-2018,02 - 03,1677,4410,10101,779,16966
22-01-2018,03 - 04,1692,4448,10095,792,17027
22-01-2018,04 - 05,1953,4595,10126,813,17486
22-01-2018,05 - 06,2038,4846,10327,854,18066
22-01-2018,06 - 07,2689,5773,10590,901,19953
22-01-2018,07 - 08,4000,6596,10826,926,22347
22-01-2018,08 - 09,4143,6867,10884,986,22881
22-01-2018,09 - 10,4079,6873,10879,953,22783
22-01-2018,10 - 11,4111,6883,10876,969,22839
22-01-2018,11 - 12,4144,6880,10922,1024,22969
22-01-2018,12 - 13,4053,6815,10946,1055,22868
22-01-2018,13 - 14,4055,6756,10943,1108,22862
22-01-2018,14 - 15,4039,6758,10917,1063,22777
22-01-2018,15 - 16,3983,6782,10971,1051,22786
22-01-2018,16 - 17,4124,6782,10975,1056,22937
22-01-2018,17 - 18,4158,6836,11045,1075,23114
22-01-2018,18 - 19,4232,6812,11059,1074,23177
22-01-2018,19 - 20,4157,6803,11053,1054,23067
22-01-2018,20 - 21,4064,6690,11090,1007,22851
22-01-2018,21 - 22,3931,6572,11021,976,22500
22-01-2018,22 - 23,3441,6227,10810,938,21416
22-01-2018,23 - 00,2546,5827,10664,909,19947
23-01-2018,00 - 01,1916,5171,10559,892,18538
23-01-2018,01 - 02,1735,4933,10503,878,18048
23-01-2018,02 - 03,1681,4881,10535,863,17960
23-01-2018,03 - 04,1680,4902,10594,861,18037
23-01-2018,04 - 05,2397,5028,10700,877,19003
23-01-2018,05 - 06,2584,5589,11008,914,20095
23-01-2018,06 - 07,3342,6566,11168,957,22034
23-01-2018,07 - 08,4162,6992,11473,1011,23638
23-01-2018,08 - 09,4169,7153,11650,1071,24043
23-01-2018,09 - 10,4136,7230,11966,1072,24403
23-01-2018,10 - 11,4026,7258,12159,1068,24511
23-01-2018,11 - 12,3694,7197,12256,1128,24275
23-01-2018,12 - 13,3775,7095,12324,1180,24373
23-01-2018,13 - 14,3924,7061,12289,1240,24514
23-01-2018,14 - 15,4078,7084,12492,1270,24923
23-01-2018,15 - 16,3763,7229,12658,1288,24938
23-01-2018,16 - 17,3529,7079,12678,1352,24638
23-01-2018,17 - 18,3820,7292,12739,1424,25275
23-01-2018,18 - 19,3385,7089,12693,1465,24632
23-01-2018,19 - 20,2755,6764,12649,1536,23704
23-01-2018,20 - 21,2288,6332,12599,1592,22810
23-01-2018,21 - 22,1852,5797,12677,1656,21983
23-01-2018,22 - 23,1648,5235,12628,1730,21240
23-01-2018,23 - 00,1484,4940,12604,1794,20822
24-01-2018,00 - 01,1466,4239,12689,1885,20279
24-01-2018,01 - 02,1469,4039,12678,1904,20091
24-01-2018,02 - 03,1436,3974,12646,1895,19951
24-01-2018,03 - 04,1467,3961,12599,1878,19904
24-01-2018,04 - 05,1670,4172,12619,1829,20290
24-01-2018,05 - 06,1780,4409,12646,1763,20599
24-01-2018,06 - 07,2255,5496,12712,1696,22159
24-01-2018,07 - 08,3095,6723,12907,1640,24364
24-01-2018,08 - 09,2893,6904,12905,1578,24280
24-01-2018,09 - 10,2615,6556,12741,1539,23452
24-01-2018,10 - 11,3055,5966,12574,1524,23118
24-01-2018,11 - 12,2888,5781,12518,1610,22796
24-01-2018,12 - 13,2865,5433,12512,1618,22428
24-01-2018,13 - 14,2830,5081,12529,1669,22109
24-01-2018,14 - 15,2865,5280,12617,1758,22520
24-01-2018,15 - 16,2862,5374,12710,1883,22829
24-01-2018,16 - 17,2863,5685,12820,1956,23324
24-01-2018,17 - 18,2861,5899,12902,1998,23659
24-01-2018,18 - 19,2852,5769,12964,2025,23610
24-01-2018,19 - 20,2570,5332,12958,2053,22912
24-01-2018,20 - 21,2403,5266,12934,2045,22647
24-01-2018,21 - 22,2192,5066,12906,2030,22195
24-01-2018,22 - 23,1676,4720,12791,2009,21195
24-01-2018,23 - 00,1536,4412,12655,1965,20568
25-01-2018,00 - 01,1565,3974,12708,1902,20148
25-01-2018,01 - 02,1520,3805,12695,1843,19863
25-01-2018,02 - 03,1501,3780,12676,1799,19757
25-01-2018,03 - 04,1354,3902,12673,1774,19703
25-01-2018,04 - 05,1490,4153,12704,1746,20093
25-01-2018,05 - 06,1876,4781,12706,1738,21101
25-01-2018,06 - 07,2735,5765,12756,1727,22982
25-01-2018,07 - 08,3072,6449,12913,1705,24139
25-01-2018,08 - 09,3229,6771,12910,1647,24557
25-01-2018,09 - 10,3176,6701,12919,1631,24426
25-01-2018,10 - 11,3048,6651,12900,1731,24330
25-01-2018,11 - 12,3001,6616,12868,1672,24156
25-01-2018,12 - 13,2988,6579,12838,1516,23921
25-01-2018,13 - 14,2999,6631,12762,1486,23878
25-01-2018,14 - 15,3014,6688,12775,1494,23970
25-01-2018,15 - 16,3050,7027,12744,1383,24204
25-01-2018,16 - 17,3209,7574,12777,1339,24900
25-01-2018,17 - 18,3505,7696,12854,1311,25366
25-01-2018,18 - 19,3504,7757,12845,1276,25382
25-01-2018,19 - 20,3344,7599,12756,1250,24948
25-01-2018,20 - 21,3169,7178,12522,1222,24090
25-01-2018,21 - 22,3056,6632,12441,1177,23305
25-01-2018,22 - 23,2877,6041,12279,1139,22336
25-01-2018,23 - 00,2641,5698,12171,1087,21597
26-01-2018,00 - 01,1900,5531,12063,1079,20572
26-01-2018,01 - 02,1817,5316,11954,1033,20121
26-01-2018,02 - 03,1822,5143,11869,986,19820
26-01-2018,03 - 04,1868,5216,11805,940,19830
26-01-2018,04 - 05,2159,5543,11818,887,20407
26-01-2018,05 - 06,2406,6088,11922,843,21259
26-01-2018,06 - 07,2971,6973,12038,821,22803
26-01-2018,07 - 08,3661,7465,12197,802,24125
26-01-2018,08 - 09,3852,7505,12267,783,24406
26-01-2018,09 - 10,3850,7428,12187,769,24235
26-01-2018,10 - 11,3749,7404,12132,768,24052
26-01-2018,11 - 12,3851,7378,12095,764,24088
26-01-2018,12 - 13,3797,7219,12044,802,23861
26-01-2018,13 - 14,3697,7066,11991,819,23572
26-01-2018,14 - 15,3669,6981,11905,799,23353
26-01-2018,15 - 16,3647,7030,11847,767,23290
26-01-2018,16 - 17,3689,7101,11881,831,23501
26-01-2018,17 - 18,3942,7214,11973,849,23978
26-01-2018,18 - 19,3897,7190,11978,890,23955
26-01-2018,19 - 20,3761,7110,11918,911,23699
26-01-2018,20 - 21,3187,6978,11813,933,22911
26-01-2018,21 - 22,3082,6595,11726,969,22371
26-01-2018,22 - 23,2970,6147,11466,1002,21585
26-01-2018,23 - 00,2799,5384,11445,1007,20635
27-01-2018,00 - 01,1788,4752,11488,995,19024
27-01-2018,01 - 02,1703,4345,11455,992,18495
27-01-2018,02 - 03,1691,4246,11450,983,18371
27-01-2018,03 - 04,1688,4262,11453,983,18387
27-01-2018,04 - 05,1680,4250,11460,980,18370
27-01-2018,05 - 06,1801,4459,11487,972,18719
27-01-2018,06 - 07,2912,5123,11522,968,20525
27-01-2018,07 - 08,3205,5693,11566,955,21419
27-01-2018,08 - 09,3359,6022,11687,936,22005
27-01-2018,09 - 10,3512,6245,11731,914,22402
27-01-2018,10 - 11,3743,6140,11729,878,22489
27-01-2018,11 - 12,3768,6146,11691,920,22526
27-01-2018,12 - 13,3571,5882,11625,907,21984
27-01-2018,13 - 14,3352,5631,11499,918,21400
27-01-2018,14 - 15,3319,5449,11437,897,21102
27-01-2018,15 - 16,3303,5421,11476,915,21115
27-01-2018,16 - 17,3463,5601,11676,971,21710
27-01-2018,17 - 18,3691,5900,11788,1044,22424
27-01-2018,18 - 19,3299,5644,11919,1148,22009
27-01-2018,19 - 20,2650,5350,11853,1271,21124
27-01-2018,20 - 21,1690,5036,11903,1400,20028
27-01-2018,21 - 22,1637,4741,11916,1565,19860
27-01-2018,22 - 23,1632,4163,12012,1681,19487
27-01-2018,23 - 00,1550,3792,12117,1787,19246
28-01-2018,00 - 01,1286,3428,12384,1953,19050
28-01-2018,01 - 02,1250,3061,12338,1967,18616
28-01-2018,02 - 03,1187,2998,12249,1961,18394
28-01-2018,03 - 04,1170,3022,12177,1949,18319
28-01-2018,04 - 05,1169,3055,12118,1936,18278
28-01-2018,05 - 06,1182,3115,12140,1914,18350
28-01-2018,06 - 07,1527,3179,12159,1906,18772
28-01-2018,07 - 08,1552,3390,12179,1909,19031
28-01-2018,08 - 09,1733,3782,12211,1919,19645
28-01-2018,09 - 10,1994,4137,12227,1945,20303
28-01-2018,10 - 11,2214,4487,12195,1978,20873
28-01-2018,11 - 12,2402,4637,12227,2004,21270
28-01-2018,12 - 13,2389,4696,12260,2018,21363
28-01-2018,13 - 14,2386,4713,12280,2029,21408
28-01-2018,14 - 15,2422,4887,12115,2023,21446
28-01-2018,15 - 16,2353,4946,12098,2018,21414
28-01-2018,16 - 17,2476,5152,12134,1993,21754
28-01-2018,17 - 18,2486,5299,12249,1989,22022
28-01-2018,18 - 19,2438,5263,12366,1977,22043
28-01-2018,19 - 20,2349,5299,12442,1928,22018
28-01-2018,20 - 21,1932,5049,12421,1892,21294
28-01-2018,21 - 22,1809,4989,12229,1865,20892
28-01-2018,22 - 23,1767,4721,12177,1812,20476
28-01-2018,23 - 00,1660,4248,12004,1761,19673
29-01-2018,00 - 01,1290,3949,11811,1728,18777
29-01-2018,01 - 02,1210,3624,11663,1638,18135
29-01-2018,02 - 03,1218,3633,11569,1513,17933
29-01-2018,03 - 04,1294,3626,11465,1377,17762
29-01-2018,04 - 05,1856,3994,11356,1285,18491
29-01-2018,05 - 06,2055,4526,11270,1238,19089
29-01-2018,06 - 07,2681,5292,11294,1237,20503
29-01-2018,07 - 08,3022,6107,11463,1298,21891
29-01-2018,08 - 09,3219,6378,11440,1431,22468
29-01-2018,09 - 10,3253,6469,11396,1549,22667
29-01-2018,10 - 11,3250,6386,11484,1664,22783
29-01-2018,11 - 12,3266,6393,11530,1705,22894
29-01-2018,12 - 13,3241,6042,11574,1723,22580
29-01-2018,13 - 14,3234,5880,11610,1768,22492
29-01-2018,14 - 15,3216,5855,11609,1809,22489
29-01-2018,15 - 16,3185,6079,11593,1843,22700
29-01-2018,16 - 17,3194,6148,11663,1901,22905
29-01-2018,17 - 18,3348,6380,11740,1885,23353
29-01-2018,18 - 19,3366,6594,11791,1875,23626
29-01-2018,19 - 20,3073,6232,11625,1894,22824
29-01-2018,20 - 21,2536,5718,11458,1829,21541
29-01-2018,21 - 22,2261,5572,11420,1846,21099
29-01-2018,22 - 23,1915,5226,11386,1825,20351
29-01-2018,23 - 00,1637,4651,11361,1799,19448
30-01-2018,00 - 01,1551,3712,11471,1852,18586
30-01-2018,01 - 02,1515,3440,11483,1841,18279
30-01-2018,02 - 03,1502,3479,11638,1830,18449
30-01-2018,03 - 04,1623,3493,11683,1813,18612
30-01-2018,04 - 05,1765,3799,11605,1789,18959
30-01-2018,05 - 06,1969,4159,11669,1741,19538
30-01-2018,06 - 07,2695,5446,11944,1703,21788
30-01-2018,07 - 08,3427,6235,12081,1674,23417
30-01-2018,08 - 09,3433,6386,12075,1640,23534
30-01-2018,09 - 10,3430,6357,12063,1632,23482
30-01-2018,10 - 11,3427,6270,12088,1608,23395
30-01-2018,11 - 12,3593,6265,12018,1637,23513
30-01-2018,12 - 13,3541,6138,11942,1622,23244
30-01-2018,13 - 14,3534,5983,11862,1593,22972
30-01-2018,14 - 15,3536,5966,11870,1570,22942
30-01-2018,15 - 16,3611,5956,11899,1532,22997
30-01-2018,16 - 17,3808,6364,12070,1506,23748
30-01-2018,17 - 18,4276,6675,12283,1447,24680
30-01-2018,18 - 19,4296,6710,12304,1422,24732
30-01-2018,19 - 20,3959,6512,12256,1380,24108
30-01-2018,20 - 21,3730,6367,12120,1326,23544
30-01-2018,21 - 22,3129,6269,12067,1249,22714
30-01-2018,22 - 23,2500,5734,11832,1217,21283
30-01-2018,23 - 00,1742,5032,11751,1184,19709
31-01-2018,00 - 01,1518,4125,11870,1198,18711
31-01-2018,01 - 02,1493,3896,11898,1210,18497
31-01-2018,02 - 03,1501,3776,11955,1203,18435
31-01-2018,03 - 04,1504,3756,11950,1209,18419
31-01-2018,04 - 05,1620,4211,12021,1232,19084
31-01-2018,05 - 06,1679,4574,12085,1266,19604
31-01-2018,06 - 07,2242,5744,12180,1323,21489
31-01-2018,07 - 08,3270,6527,12422,1389,23609
31-01-2018,08 - 09,3239,6644,12513,1440,23837
31-01-2018,09 - 10,3327,6424,12381,1523,23654
31-01-2018,10 - 11,3101,6424,12374,1610,23508
31-01-2018,11 - 12,3020,6395,12416,1660,23490
31-01-2018,12 - 13,2912,6137,12299,1707,23055
31-01-2018,13 - 14,3006,6410,12307,1707,23431
31-01-2018,14 - 15,3113,6484,12308,1691,23596
31-01-2018,15 - 16,3123,6874,12503,1697,24196
31-01-2018,16 - 17,3280,7144,12618,1677,24719
31-01-2018,17 - 18,3245,7353,12623,1637,24858
31-01-2018,18 - 19,3234,7356,12700,1585,24875
31-01-2018,19 - 20,3195,7288,12516,1545,24543
31-01-2018,20 - 21,2554,7201,12497,1517,23769
31-01-2018,21 - 22,2150,6747,12251,1487,22635
31-01-2018,22 - 23,1717,6146,12138,1463,21464
31-01-2018,23 - 00,1408,5566,12010,1455,20438
1/2/2018,00 - 01,1246,4946,11994,1430,19617
1/2/2018,01 - 02,1227,4697,11865,1436,19224
1/2/2018,02 - 03,1192,4535,11804,1433,18964
1/2/2018,03 - 04,1196,4537,11761,1452,18946
1/2/2018,04 - 05,1396,5015,11731,1470,19612
1/2/2018,05 - 06,1589,5703,11806,1519,20616
1/2/2018,06 - 07,2277,6696,12052,1530,22555
1/2/2018,07 - 08,2952,7599,12207,1545,24302
1/2/2018,08 - 09,3243,7732,12207,1562,24745
1/2/2018,09 - 10,3211,7768,12135,1589,24703
1/2/2018,10 - 11,3216,7751,12102,1594,24663
1/2/2018,11 - 12,3222,7676,12125,1609,24632
1/2/2018,12 - 13,3308,7811,12325,1626,25071
1/2/2018,13 - 14,3207,7616,12256,1607,24687
1/2/2018,14 - 15,3323,7541,12184,1520,24567
1/2/2018,15 - 16,3587,7567,12179,1453,24786
1/2/2018,16 - 17,3703,7788,12170,1431,25092
1/2/2018,17 - 18,3727,7911,12241,1438,25317
1/2/2018,18 - 19,3809,7927,12275,1429,25440
1/2/2018,19 - 20,3741,7884,12241,1324,25190
1/2/2018,20 - 21,3026,7712,12175,1275,24187
1/2/2018,21 - 22,2314,7403,12209,1231,23157
1/2/2018,22 - 23,2078,7024,12149,1210,22460
1/2/2018,23 - 00,1413,6345,12128,1174,21058
2/2/2018,00 - 01,1223,5469,12071,1104,19867
2/2/2018,01 - 02,1155,5112,12096,1066,19429
2/2/2018,02 - 03,1149,5019,12107,1028,19303
2/2/2018,03 - 04,1267,5084,12155,1000,19505
2/2/2018,04 - 05,1577,5326,12241,965,20110
2/2/2018,05 - 06,2081,6037,12412,964,21493
2/2/2018,06 - 07,3026,6843,12574,955,23399
2/2/2018,07 - 08,3677,7291,12511,941,24421
2/2/2018,08 - 09,3951,7639,12541,918,25049
2/2/2018,09 - 10,4128,7660,12562,903,25253
2/2/2018,10 - 11,4257,7652,12646,897,25452
2/2/2018,11 - 12,4102,7572,12617,905,25196
2/2/2018,12 - 13,4045,7399,12547,914,24905
2/2/2018,13 - 14,4011,7328,12521,915,24775
2/2/2018,14 - 15,4072,7328,12432,920,24752
2/2/2018,15 - 16,4062,7240,12667,937,24907
2/2/2018,16 - 17,3954,7354,12484,956,24748
2/2/2018,17 - 18,4090,7414,12789,998,25291
2/2/2018,18 - 19,3994,7458,12873,1044,25369
2/2/2018,19 - 20,3814,7440,12851,1058,25163
2/2/2018,20 - 21,3299,7259,12791,1057,24405
2/2/2018,21 - 22,3024,7097,12746,1058,23926
2/2/2018,22 - 23,2479,6510,12647,1057,22693
2/2/2018,23 - 00,2112,5910,12388,1065,21474
3/2/2018,00 - 01,1995,5389,12458,1054,20896
3/2/2018,01 - 02,1973,5142,12461,1054,20630
3/2/2018,02 - 03,1975,5151,12435,1049,20609
3/2/2018,03 - 04,1979,5145,12456,1047,20627
3/2/2018,04 - 05,1967,5126,12486,1035,20614
3/2/2018,05 - 06,1781,5294,12540,1028,20642
3/2/2018,06 - 07,1933,5734,12599,1023,21289
3/2/2018,07 - 08,2637,6204,12759,1020,22620
3/2/2018,08 - 09,3231,6728,13021,1018,23998
3/2/2018,09 - 10,3418,6960,13109,1022,24508
3/2/2018,10 - 11,3755,7187,13160,1007,25108
3/2/2018,11 - 12,3713,7217,13167,1009,25105
3/2/2018,12 - 13,3599,7211,13176,1024,25010
3/2/2018,13 - 14,3526,7049,13116,1030,24719
3/2/2018,14 - 15,3461,6936,13085,1036,24518
3/2/2018,15 - 16,3408,6943,13096,1040,24486
3/2/2018,16 - 17,3482,7169,13241,1068,24959
3/2/2018,17 - 18,3741,7217,13245,1107,25310
3/2/2018,18 - 19,3533,7196,13317,1131,25178
3/2/2018,19 - 20,3396,6942,13351,1172,24860
3/2/2018,20 - 21,3272,6599,13299,1230,24400
3/2/2018,21 - 22,2974,6239,13207,1267,23688
3/2/2018,22 - 23,2446,5770,13021,1282,22518
3/2/2018,23 - 00,1948,5123,12947,1296,21313
4/2/2018,00 - 01,1631,4479,12632,1419,20160
4/2/2018,01 - 02,1481,4166,12617,1430,19694
4/2/2018,02 - 03,1421,4037,12511,1446,19416
4/2/2018,03 - 04,1407,3913,12488,1475,19282
4/2/2018,04 - 05,1422,3991,12506,1496,19416
4/2/2018,05 - 06,1420,4095,12484,1517,19516
4/2/2018,06 - 07,1514,4301,12450,1547,19812
4/2/2018,07 - 08,1681,4395,12495,1544,20115
4/2/2018,08 - 09,2106,4653,12633,1530,20921
4/2/2018,09 - 10,2506,5359,12655,1527,22047
4/2/2018,10 - 11,2790,5720,12657,1519,22685
4/2/2018,11 - 12,2918,5839,12697,1514,22968
4/2/2018,12 - 13,2775,5858,12619,1493,22745
4/2/2018,13 - 14,2800,5633,12556,1486,22475
4/2/2018,14 - 15,2833,5547,12523,1474,22376
4/2/2018,15 - 16,2884,5716,12566,1474,22640
4/2/2018,16 - 17,3105,6034,12583,1476,23197
4/2/2018,17 - 18,3847,6536,12648,1474,24505
4/2/2018,18 - 19,4223,6783,12672,1462,25140
4/2/2018,19 - 20,4202,6851,12669,1432,25154
4/2/2018,20 - 21,3910,6758,12597,1388,24653
4/2/2018,21 - 22,3277,6661,12314,1348,23600
4/2/2018,22 - 23,3037,6270,12145,1301,22753
4/2/2018,23 - 00,2499,5605,12095,1271,21469
5/2/2018,00 - 01,1925,5098,11999,1213,20235
5/2/2018,01 - 02,1838,4856,11967,1194,19855
5/2/2018,02 - 03,1845,4757,11957,1194,19754
5/2/2018,03 - 04,1848,4690,11962,1177,19676
5/2/2018,04 - 05,2233,4808,11983,1168,20192
5/2/2018,05 - 06,2951,5394,12135,1160,21639
5/2/2018,06 - 07,3963,6282,12428,1150,23822
5/2/2018,07 - 08,4560,6880,12475,1137,25052
5/2/2018,08 - 09,4608,6995,12477,1106,25186
5/2/2018,09 - 10,4584,6921,12451,1072,25028
5/2/2018,10 - 11,4558,6896,12392,1026,24871
5/2/2018,11 - 12,4493,6837,12317,986,24633
5/2/2018,12 - 13,4436,6900,12057,948,24340
5/2/2018,13 - 14,4443,6845,12036,928,24252
5/2/2018,14 - 15,4449,6826,12024,925,24225
5/2/2018,15 - 16,4493,6778,12344,933,24548
5/2/2018,16 - 17,4312,6743,12383,940,24378
5/2/2018,17 - 18,4252,6805,12399,952,24408
5/2/2018,18 - 19,4270,6843,12456,962,24532
5/2/2018,19 - 20,4518,6778,12468,961,24724
5/2/2018,20 - 21,4421,6708,12403,952,24484
5/2/2018,21 - 22,4114,6302,12313,945,23673
5/2/2018,22 - 23,4042,5997,12103,938,23080
5/2/2018,23 - 00,3122,5362,12013,927,21423
6/2/2018,00 - 01,1938,4815,11914,887,19554
6/2/2018,01 - 02,1824,4704,11775,881,19185
6/2/2018,02 - 03,1791,4616,11753,879,19039
6/2/2018,03 - 04,1834,4641,11736,881,19092
6/2/2018,04 - 05,2378,4801,11778,873,19830
6/2/2018,05 - 06,2973,5375,11840,871,21059
6/2/2018,06 - 07,4008,6338,12130,867,23343
6/2/2018,07 - 08,4464,6882,12146,862,24355
6/2/2018,08 - 09,4452,7046,12124,856,24476
6/2/2018,09 - 10,4429,7088,12130,818,24465
6/2/2018,10 - 11,4509,7038,12203,833,24583
6/2/2018,11 - 12,4489,7080,12303,841,24713
6/2/2018,12 - 13,4478,7055,12360,875,24769
6/2/2018,13 - 14,4308,6996,12387,897,24589
6/2/2018,14 - 15,4296,7052,12406,887,24640
6/2/2018,15 - 16,4272,7049,12415,925,24661
6/2/2018,16 - 17,4194,7004,12453,939,24590
6/2/2018,17 - 18,4224,7047,12477,1004,24752
6/2/2018,18 - 19,4199,6998,12470,993,24660
6/2/2018,19 - 20,4195,6998,12314,986,24492
6/2/2018,20 - 21,4039,6743,12200,978,23960
6/2/2018,21 - 22,3994,6561,12026,975,23556
6/2/2018,22 - 23,3426,6071,11887,944,22328
6/2/2018,23 - 00,2738,5314,11810,947,20808
7/2/2018,00 - 01,1741,4820,11724,893,19177
7/2/2018,01 - 02,1693,4626,11725,891,18934
7/2/2018,02 - 03,1711,4601,11819,881,19012
7/2/2018,03 - 04,1752,4613,11832,875,19073
7/2/2018,04 - 05,2282,4926,11943,869,20019
7/2/2018,05 - 06,2687,5493,12086,862,21128
7/2/2018,06 - 07,4194,6262,12431,879,23767
7/2/2018,07 - 08,4468,6708,12662,902,24739
7/2/2018,08 - 09,4459,6836,12677,942,24914
7/2/2018,09 - 10,4518,6879,12674,975,25047
7/2/2018,10 - 11,4508,6937,12656,973,25074
7/2/2018,11 - 12,4533,6741,12597,950,24820
7/2/2018,12 - 13,4135,6659,12624,986,24405
7/2/2018,13 - 14,4263,6643,12617,992,24516
7/2/2018,14 - 15,4270,6671,12661,1005,24605
7/2/2018,15 - 16,4149,6649,12664,1041,24503
7/2/2018,16 - 17,4105,6745,12620,1058,24527
7/2/2018,17 - 18,4422,6897,12704,1109,25132
7/2/2018,18 - 19,4468,6935,12732,1116,25251
7/2/2018,19 - 20,4403,6924,12629,1130,25085
7/2/2018,20 - 21,4123,6822,12587,1136,24668
7/2/2018,21 - 22,3815,6626,12488,1162,24091
7/2/2018,22 - 23,3329,6086,12279,1127,22821
7/2/2018,23 - 00,2540,5380,12106,1115,21141
8/2/2018,00 - 01,2098,5031,12044,1100,20273
8/2/2018,01 - 02,2100,5031,12085,1085,20300
8/2/2018,02 - 03,2122,4948,11810,1066,19946
8/2/2018,03 - 04,2137,4930,11834,1052,19953
8/2/2018,04 - 05,2513,5208,11879,1027,20628
8/2/2018,05 - 06,2904,5755,12213,993,21866
8/2/2018,06 - 07,3901,6606,12550,970,24028
8/2/2018,07 - 08,4403,7195,12680,953,25231
8/2/2018,08 - 09,4322,7261,12721,950,25255
8/2/2018,09 - 10,4066,7370,12664,903,25003
8/2/2018,10 - 11,4160,7412,12669,899,25138
8/2/2018,11 - 12,3821,7271,12566,890,24547
8/2/2018,12 - 13,3636,7153,12522,881,24191
8/2/2018,13 - 14,3629,7119,12534,883,24165
8/2/2018,14 - 15,3564,7064,12524,876,24028
8/2/2018,15 - 16,3536,7131,12495,879,24040
8/2/2018,16 - 17,3631,7265,12633,890,24419
8/2/2018,17 - 18,4265,7446,12806,902,25418
8/2/2018,18 - 19,3994,7440,12869,916,25219
8/2/2018,19 - 20,3756,7328,12700,920,24705
8/2/2018,20 - 21,3447,7079,12554,907,23987
8/2/2018,21 - 22,3418,6602,12472,926,23418
8/2/2018,22 - 23,2845,6259,12423,907,22434
8/2/2018,23 - 00,2320,5748,12372,904,21343
9/2/2018,00 - 01,1930,5277,12504,978,20689
9/2/2018,01 - 02,1813,5048,12466,974,20301
9/2/2018,02 - 03,1804,5081,12532,977,20393
9/2/2018,03 - 04,1840,5191,12543,986,20561
9/2/2018,04 - 05,2227,5322,12469,986,21003
9/2/2018,05 - 06,2616,5776,12469,976,21836
9/2/2018,06 - 07,3470,6690,12629,985,23774
9/2/2018,07 - 08,3596,7254,12759,996,24604
9/2/2018,08 - 09,3628,7440,12808,1009,24884
9/2/2018,09 - 10,3614,7390,12779,1018,24801
9/2/2018,10 - 11,3616,7265,12778,1037,24696
9/2/2018,11 - 12,3482,7243,12679,1065,24468
9/2/2018,12 - 13,3437,7124,12523,1099,24182
9/2/2018,13 - 14,3362,7157,12469,1081,24069
9/2/2018,14 - 15,3378,7127,12431,1072,24008
9/2/2018,15 - 16,3424,7300,12416,1072,24213
9/2/2018,16 - 17,3449,7642,12469,1047,24607
9/2/2018,17 - 18,3556,7817,12531,1037,24941
9/2/2018,18 - 19,3610,7860,12727,1059,25256
9/2/2018,19 - 20,3440,7674,12631,1059,24805
9/2/2018,20 - 21,2980,7327,12627,1055,23990
9/2/2018,21 - 22,2551,7013,12454,1030,23048
9/2/2018,22 - 23,2162,6595,12404,1002,22163
9/2/2018,23 - 00,1906,6031,12348,966,21250
10/2/2018,00 - 01,1706,5801,12230,911,20648
10/2/2018,01 - 02,1687,5569,12077,880,20213
10/2/2018,02 - 03,1664,5489,12009,861,20022
10/2/2018,03 - 04,1630,5391,11948,852,19821
10/2/2018,04 - 05,1633,5433,11958,845,19870
